testdate,county,newpositives,cumulativepositives,newtests,cumulativetests
2020-04-16,Fulton County,2,27,16,422
2020-04-16,Genesee County,5,83,21,566
2020-04-16,Greene County,3,77,16,601
2020-04-16,Hamilton County,0,3,6,26
2020-04-16,Herkimer County,3,46,30,452
2020-04-16,Jefferson County,2,50,31,1125
2020-04-16,Kings County,1184,34705,3347,69419
2020-04-16,Lewis County,0,8,2,189
2020-04-16,Livingston County,2,34,18,391
2020-04-16,Madison County,0,105,2,766
2020-04-16,Monroe County,43,975,296,8506
2020-04-16,Montgomery County,1,33,10,346
2020-04-16,Nassau County,767,28539,2386,64662
2020-04-16,New York County,399,17490,1476,43526
2020-04-16,Niagara County,11,227,56,1168
2020-04-16,Oneida County,12,261,82,1681
2020-04-16,Onondaga County,21,483,181,6541
2020-04-16,Ontario County,2,67,34,856
2020-04-16,Orange County,196,6084,512,17513
2020-04-16,Orleans County,0,34,4,299
2020-04-16,Oswego County,1,45,28,965
2020-04-16,Otsego County,0,44,9,693
2020-04-16,Putnam County,5,578,11,2138
2020-04-16,Queens County,1173,39091,3056,73719
2020-04-16,Rensselaer County,13,150,100,2059
2020-04-16,Richmond County,347,9031,1084,21141
2020-04-16,Rockland County,235,8987,678,20792
2020-04-16,Saratoga County,5,236,77,3073
2020-04-16,Schenectady County,5,250,35,2155
2020-04-16,Schoharie County,0,20,0,299
2020-04-16,Schuyler County,0,6,8,177
2020-04-16,Seneca County,0,18,3,239
2020-04-16,St. Lawrence County,3,96,16,1110
2020-04-16,Steuben County,0,154,25,888
2020-04-16,Suffolk County,853,25035,2496,59543
2020-04-16,Sullivan County,68,505,192,2320
2020-04-16,Tioga County,3,30,13,402
2020-04-16,Tompkins County,1,117,36,2610
2020-04-16,Ulster County,27,788,142,4880
2020-04-16,Warren County,10,91,41,807
2020-04-16,Washington County,2,48,19,533
2020-04-16,Wayne County,0,49,7,702
2020-04-16,Westchester County,648,22476,2042,67310
2020-04-16,Wyoming County,1,35,11,296
2020-04-16,Yates County,1,8,10,135
2020-04-15,Albany County,33,581,301,6163
2020-04-15,Allegany County,0,28,8,312
2020-04-15,Bronx County,1279,25932,2939,51053
2020-04-15,Broome County,14,167,74,1185
2020-04-15,Cattaraugus County,0,32,14,408
2020-04-15,Cayuga County,0,36,10,587
2020-04-15,Chautauqua County,0,24,29,553
2020-04-15,Chemung County,1,70,18,843
2020-04-15,Chenango County,2,73,21,435
2020-04-15,Clinton County,1,46,17,468
2020-04-15,Columbia County,3,99,28,786
2020-04-15,Cortland County,1,24,17,784
2020-04-15,Delaware County,1,47,9,394
2020-04-15,Dutchess County,37,2085,314,9143
2020-04-15,Erie County,99,1850,394,7672
2020-04-15,Essex County,0,12,8,190
2020-04-15,Franklin County,0,13,11,227
2020-04-15,Fulton County,1,25,13,406
2020-04-15,Genesee County,2,78,12,545
2020-04-15,Greene County,1,74,16,585
2020-04-15,Hamilton County,0,3,0,20
2020-04-15,Herkimer County,3,43,23,422
2020-04-15,Jefferson County,1,48,33,1094
2020-04-15,Kings County,1552,33521,3724,66072
2020-04-15,Lewis County,1,8,7,187
2020-04-15,Livingston County,1,32,8,373
2020-04-15,Madison County,0,105,7,764
2020-04-15,Monroe County,48,932,259,8210
2020-04-15,Montgomery County,0,32,5,336
2020-04-15,Nassau County,1057,27772,2814,62276
2020-04-15,New York County,474,17091,1533,42050
2020-04-15,Niagara County,12,216,82,1112
2020-04-15,Oneida County,3,249,32,1599
2020-04-15,Onondaga County,13,462,134,6360
2020-04-15,Ontario County,3,65,31,822
2020-04-15,Orange County,172,5888,521,17001
2020-04-15,Orleans County,1,34,5,295
2020-04-15,Oswego County,2,44,18,937
2020-04-15,Otsego County,0,44,15,684
2020-04-15,Putnam County,2,573,6,2127
2020-04-15,Queens County,1153,37918,3144,70663
2020-04-15,Rensselaer County,13,137,106,1959
2020-04-15,Richmond County,386,8684,1184,20057
2020-04-15,Rockland County,278,8752,830,20114
2020-04-15,Saratoga County,4,231,92,2996
2020-04-15,Schenectady County,8,245,45,2120
2020-04-15,Schoharie County,0,20,5,299
2020-04-15,Schuyler County,0,6,5,169
2020-04-15,Seneca County,0,18,2,236
2020-04-15,St. Lawrence County,1,93,48,1094
2020-04-15,Steuben County,3,154,20,863
2020-04-15,Suffolk County,904,24182,2536,57047
2020-04-15,Sullivan County,13,437,39,2128
2020-04-15,Tioga County,2,27,16,389
2020-04-15,Tompkins County,1,116,73,2574
2020-04-15,Ulster County,28,761,189,4738
2020-04-15,Warren County,4,81,35,766
2020-04-15,Washington County,4,46,24,514
2020-04-15,Wayne County,1,49,12,695
2020-04-15,Westchester County,881,21828,2642,65268
2020-04-15,Wyoming County,0,34,8,285
2020-04-15,Yates County,1,7,2,125
2020-04-14,Albany County,13,548,106,5862
2020-04-14,Allegany County,0,28,10,304
2020-04-14,Bronx County,1387,24653,2622,48114
2020-04-14,Broome County,7,153,73,1111
2020-04-14,Cattaraugus County,0,32,11,394
2020-04-14,Cayuga County,3,36,10,577
2020-04-14,Chautauqua County,1,24,19,524
2020-04-14,Chemung County,5,69,43,825
2020-04-14,Chenango County,3,71,17,414
2020-04-14,Clinton County,0,45,8,451
2020-04-14,Columbia County,12,96,55,758
2020-04-14,Cortland County,1,23,6,767
2020-04-14,Delaware County,1,46,7,385
2020-04-14,Dutchess County,114,2048,487,8829
2020-04-14,Erie County,83,1751,326,7278
2020-04-14,Essex County,0,12,3,182
2020-04-14,Franklin County,0,13,4,216
2020-04-14,Fulton County,2,24,9,393
2020-04-14,Genesee County,0,76,15,533
2020-04-14,Greene County,7,73,25,569
2020-04-14,Hamilton County,0,3,0,20
2020-04-14,Herkimer County,1,40,9,399
2020-04-14,Jefferson County,0,47,1,1061
2020-04-14,Kings County,2663,31969,5103,62348
2020-04-14,Lewis County,0,7,0,180
2020-04-14,Livingston County,0,31,8,365
2020-04-14,Madison County,1,105,4,757
2020-04-14,Monroe County,34,884,353,7951
2020-04-14,Montgomery County,0,32,0,331
2020-04-14,Nassau County,1465,26715,3155,59462
2020-04-14,New York County,1737,16617,4068,40517
2020-04-14,Niagara County,7,204,57,1030
2020-04-14,Oneida County,17,246,79,1567
2020-04-14,Onondaga County,18,449,219,6226
2020-04-14,Ontario County,1,62,25,791
2020-04-14,Orange County,138,5716,341,16480
2020-04-14,Orleans County,2,33,8,290
2020-04-14,Oswego County,1,42,17,919
2020-04-14,Otsego County,0,44,14,669
2020-04-14,Putnam County,13,571,43,2121
2020-04-14,Queens County,1712,36765,3674,67519
2020-04-14,Rensselaer County,4,124,42,1853
2020-04-14,Richmond County,338,8298,743,18873
2020-04-14,Rockland County,139,8474,371,19284
2020-04-14,Saratoga County,3,227,71,2904
2020-04-14,Schenectady County,2,237,18,2075
2020-04-14,Schoharie County,0,20,1,294
2020-04-14,Schuyler County,0,6,0,164
2020-04-14,Seneca County,0,18,1,234
2020-04-14,St. Lawrence County,0,92,7,1046
2020-04-14,Steuben County,4,151,24,843
2020-04-14,Suffolk County,816,23278,2135,54511
2020-04-14,Sullivan County,9,424,37,2089
2020-04-14,Tioga County,1,25,14,373
2020-04-14,Tompkins County,3,115,44,2501
2020-04-14,Ulster County,43,733,259,4549
2020-04-14,Warren County,0,77,7,731
2020-04-14,Washington County,2,42,8,490
2020-04-14,Wayne County,0,48,20,683
2020-04-14,Westchester County,756,20947,2019,62626
2020-04-14,Wyoming County,2,34,9,277
2020-04-14,Yates County,0,6,5,123
2020-04-13,Albany County,36,535,216,5756
2020-04-13,Allegany County,2,28,14,294
2020-04-13,Bronx County,1061,23266,2294,45492
2020-04-13,Broome County,13,146,90,1038
2020-04-13,Cattaraugus County,4,32,13,383
2020-04-13,Cayuga County,3,33,52,567
2020-04-13,Chautauqua County,0,23,8,505
2020-04-13,Chemung County,4,64,40,782
2020-04-13,Chenango County,3,68,36,397
2020-04-13,Clinton County,1,45,23,443
2020-04-13,Columbia County,4,84,30,703
2020-04-13,Cortland County,2,22,38,761
2020-04-13,Delaware County,3,45,48,378
2020-04-13,Dutchess County,53,1934,566,8342
2020-04-13,Erie County,44,1668,223,6952
2020-04-13,Essex County,0,12,24,179
2020-04-13,Franklin County,1,13,13,212
2020-04-13,Fulton County,1,22,75,384
2020-04-13,Genesee County,5,76,34,518
2020-04-13,Greene County,21,66,93,544
2020-04-13,Hamilton County,0,3,0,20
2020-04-13,Herkimer County,1,39,26,390
2020-04-13,Jefferson County,1,47,37,1060
2020-04-13,Kings County,902,29306,2055,57245
2020-04-13,Lewis County,1,7,11,180
2020-04-13,Livingston County,1,31,20,357
2020-04-13,Madison County,3,104,50,753
2020-04-13,Monroe County,27,850,304,7598
2020-04-13,Montgomery County,3,32,56,331
2020-04-13,Nassau County,892,25250,2283,56307
2020-04-13,New York County,379,14880,1206,36449
2020-04-13,Niagara County,8,197,48,973
2020-04-13,Oneida County,23,229,100,1488
2020-04-13,Onondaga County,15,431,120,6007
2020-04-13,Ontario County,4,61,48,766
2020-04-13,Orange County,396,5578,1161,16139
2020-04-13,Orleans County,5,31,18,282
2020-04-13,Oswego County,3,41,74,902
2020-04-13,Otsego County,1,44,90,655
2020-04-13,Putnam County,56,558,217,2078
2020-04-13,Queens County,1068,35053,2430,63845
2020-04-13,Rensselaer County,7,120,79,1811
2020-04-13,Richmond County,292,7960,725,18130
2020-04-13,Rockland County,370,8335,779,18913
2020-04-13,Saratoga County,23,224,193,2833
2020-04-13,Schenectady County,31,235,232,2057
2020-04-13,Schoharie County,8,20,59,293
2020-04-13,Schuyler County,1,6,11,164
2020-04-13,Seneca County,2,18,33,233
2020-04-13,St. Lawrence County,3,92,29,1039
2020-04-13,Steuben County,24,147,90,819
2020-04-13,Suffolk County,819,22462,2246,52376
2020-04-13,Sullivan County,35,415,133,2052
2020-04-13,Tioga County,4,24,52,359
2020-04-13,Tompkins County,2,112,104,2457
2020-04-13,Ulster County,60,690,424,4290
2020-04-13,Warren County,29,77,67,724
2020-04-13,Washington County,3,40,36,482
2020-04-13,Wayne County,6,48,39,663
2020-04-13,Westchester County,405,20191,1145,60607
2020-04-13,Wyoming County,1,32,21,268
2020-04-13,Yates County,2,6,5,118
2020-04-12,Albany County,21,499,193,5540
2020-04-12,Allegany County,0,26,5,280
2020-04-12,Bronx County,764,22205,1623,43198
2020-04-12,Broome County,7,133,39,948
2020-04-12,Cattaraugus County,0,28,6,370
2020-04-12,Cayuga County,1,30,5,515
2020-04-12,Chautauqua County,1,23,25,497
2020-04-12,Chemung County,0,60,9,742
2020-04-12,Chenango County,2,65,17,361
2020-04-12,Clinton County,1,44,9,420
2020-04-12,Columbia County,1,80,27,673
2020-04-12,Cortland County,2,20,18,723
2020-04-12,Delaware County,3,42,14,330
2020-04-12,Dutchess County,43,1881,499,7776
2020-04-12,Erie County,53,1624,182,6729
2020-04-12,Essex County,0,12,5,155
2020-04-12,Franklin County,0,12,6,199
2020-04-12,Fulton County,0,21,7,309
2020-04-12,Genesee County,2,71,7,484
2020-04-12,Greene County,1,45,14,451
2020-04-12,Hamilton County,0,3,1,20
2020-04-12,Herkimer County,1,38,29,364
2020-04-12,Jefferson County,0,46,24,1023
2020-04-12,Kings County,933,28404,2029,55190
2020-04-12,Lewis County,0,6,3,169
2020-04-12,Livingston County,0,30,5,337
2020-04-12,Madison County,0,101,7,703
2020-04-12,Monroe County,25,823,157,7294
2020-04-12,Montgomery County,0,29,2,275
2020-04-12,Nassau County,805,24358,2072,54024
2020-04-12,New York County,356,14501,1033,35243
2020-04-12,Niagara County,6,189,29,925
2020-04-12,Oneida County,11,206,61,1388
2020-04-12,Onondaga County,19,416,142,5887
2020-04-12,Ontario County,0,57,12,718
2020-04-12,Orange County,155,5182,492,14978
2020-04-12,Orleans County,1,26,6,264
2020-04-12,Oswego County,0,38,10,828
2020-04-12,Otsego County,0,43,35,565
2020-04-12,Putnam County,5,502,8,1861
2020-04-12,Queens County,1150,33985,2481,61415
2020-04-12,Rensselaer County,8,113,61,1732
2020-04-12,Richmond County,352,7668,887,17405
2020-04-12,Rockland County,244,7965,586,18134
2020-04-12,Saratoga County,5,201,61,2640
2020-04-12,Schenectady County,5,204,27,1825
2020-04-12,Schoharie County,0,12,4,234
2020-04-12,Schuyler County,0,5,1,153
2020-04-12,Seneca County,0,16,1,200
2020-04-12,St. Lawrence County,4,89,47,1010
2020-04-12,Steuben County,2,123,10,729
2020-04-12,Suffolk County,827,21643,2164,50130
2020-04-12,Sullivan County,22,380,73,1919
2020-04-12,Tioga County,1,20,3,307
2020-04-12,Tompkins County,1,110,31,2353
2020-04-12,Ulster County,18,630,242,3866
2020-04-12,Warren County,2,48,18,657
2020-04-12,Washington County,3,37,15,446
2020-04-12,Wayne County,0,42,8,624
2020-04-12,Westchester County,473,19786,1163,59462
2020-04-12,Wyoming County,0,31,2,247
2020-04-12,Yates County,1,4,4,113
2020-04-11,Albany County,32,478,223,5347
2020-04-11,Allegany County,0,26,11,275
2020-04-11,Bronx County,964,21441,2081,41575
2020-04-11,Broome County,9,126,60,909
2020-04-11,Cattaraugus County,9,28,32,364
2020-04-11,Cayuga County,1,29,8,510
2020-04-11,Chautauqua County,1,22,39,472
2020-04-11,Chemung County,0,60,6,733
2020-04-11,Chenango County,2,63,12,344
2020-04-11,Clinton County,0,43,25,411
2020-04-11,Columbia County,2,79,35,646
2020-04-11,Cortland County,1,18,18,705
2020-04-11,Delaware County,0,39,10,316
2020-04-11,Dutchess County,94,1838,431,7277
2020-04-11,Erie County,99,1571,317,6547
2020-04-11,Essex County,0,12,12,150
2020-04-11,Franklin County,1,12,8,193
2020-04-11,Fulton County,0,21,11,302
2020-04-11,Genesee County,2,69,19,477
2020-04-11,Greene County,7,44,40,437
2020-04-11,Hamilton County,0,3,0,19
2020-04-11,Herkimer County,0,37,11,335
2020-04-11,Jefferson County,2,46,47,999
2020-04-11,Kings County,1228,27471,2670,53161
2020-04-11,Lewis County,0,6,6,166
2020-04-11,Livingston County,0,30,6,332
2020-04-11,Madison County,2,101,9,696
2020-04-11,Monroe County,31,798,220,7137
2020-04-11,Montgomery County,0,29,1,273
2020-04-11,Nassau County,969,23553,2307,51952
2020-04-11,New York County,708,14145,1783,34210
2020-04-11,Niagara County,16,183,62,896
2020-04-11,Oneida County,14,195,83,1327
2020-04-11,Onondaga County,17,397,169,5745
2020-04-11,Ontario County,1,57,27,706
2020-04-11,Orange County,180,5027,563,14486
2020-04-11,Orleans County,1,25,7,258
2020-04-11,Oswego County,1,38,15,818
2020-04-11,Otsego County,0,43,15,530
2020-04-11,Putnam County,3,497,12,1853
2020-04-11,Queens County,1544,32835,3219,58934
2020-04-11,Rensselaer County,9,105,65,1671
2020-04-11,Richmond County,456,7316,1030,16518
2020-04-11,Rockland County,244,7721,569,17548
2020-04-11,Saratoga County,9,196,88,2579
2020-04-11,Schenectady County,5,199,27,1798
2020-04-11,Schoharie County,0,12,2,230
2020-04-11,Schuyler County,0,5,1,152
2020-04-11,Seneca County,0,16,3,199
2020-04-11,St. Lawrence County,5,85,65,963
2020-04-11,Steuben County,2,121,12,719
2020-04-11,Suffolk County,933,20816,2215,47966
2020-04-11,Sullivan County,18,358,65,1846
2020-04-11,Tioga County,0,19,8,304
2020-04-11,Tompkins County,1,109,77,2322
2020-04-11,Ulster County,23,612,239,3624
2020-04-11,Warren County,2,46,20,639
2020-04-11,Washington County,3,34,18,431
2020-04-11,Wayne County,0,42,7,616
2020-04-11,Westchester County,584,19313,1472,58299
2020-04-11,Wyoming County,0,31,2,245
2020-04-11,Yates County,1,3,6,109
2020-04-10,Albany County,20,446,159,5124
2020-04-10,Allegany County,0,26,16,264
2020-04-10,Bronx County,1317,20477,2580,39494
2020-04-10,Broome County,5,117,31,849
2020-04-10,Cattaraugus County,1,19,7,332
2020-04-10,Cayuga County,1,28,5,502
2020-04-10,Chautauqua County,1,21,67,433
2020-04-10,Chemung County,1,60,26,727
2020-04-10,Chenango County,1,61,17,332
2020-04-10,Clinton County,0,43,23,386
2020-04-10,Columbia County,3,77,30,611
2020-04-10,Cortland County,0,17,20,687
2020-04-10,Delaware County,0,39,17,306
2020-04-10,Dutchess County,146,1744,584,6846
2020-04-10,Erie County,63,1472,297,6230
2020-04-10,Essex County,2,12,4,138
2020-04-10,Franklin County,0,11,5,185
2020-04-10,Fulton County,3,21,17,291
2020-04-10,Genesee County,2,67,18,458
2020-04-10,Greene County,3,37,27,397
2020-04-10,Hamilton County,0,3,1,19
2020-04-10,Herkimer County,1,37,12,324
2020-04-10,Jefferson County,1,44,43,952
2020-04-10,Kings County,1528,26243,2887,50491
2020-04-10,Lewis County,0,6,0,160
2020-04-10,Livingston County,1,30,7,326
2020-04-10,Madison County,0,99,7,687
2020-04-10,Monroe County,25,767,284,6917
2020-04-10,Montgomery County,0,29,8,272
2020-04-10,Nassau County,1072,22584,2527,49645
2020-04-10,New York County,715,13437,1685,32427
2020-04-10,Niagara County,11,167,46,834
2020-04-10,Oneida County,9,181,42,1244
2020-04-10,Onondaga County,11,380,116,5576
2020-04-10,Ontario County,5,56,39,679
2020-04-10,Orange County,315,4847,879,13923
2020-04-10,Orleans County,0,24,3,251
2020-04-10,Oswego County,1,37,12,803
2020-04-10,Otsego County,2,43,34,515
2020-04-10,Putnam County,7,494,18,1841
2020-04-10,Queens County,1988,31291,3803,55715
2020-04-10,Rensselaer County,5,96,40,1606
2020-04-10,Richmond County,376,6860,807,15488
2020-04-10,Rockland County,355,7477,785,16979
2020-04-10,Saratoga County,5,187,68,2491
2020-04-10,Schenectady County,3,194,24,1771
2020-04-10,Schoharie County,0,12,5,228
2020-04-10,Schuyler County,0,5,7,151
2020-04-10,Seneca County,1,16,5,196
2020-04-10,St. Lawrence County,2,80,19,898
2020-04-10,Steuben County,2,119,28,707
2020-04-10,Suffolk County,1191,19883,2556,45751
2020-04-10,Sullivan County,22,340,99,1781
2020-04-10,Tioga County,1,19,10,296
2020-04-10,Tompkins County,3,108,135,2245
2020-04-10,Ulster County,59,589,358,3385
2020-04-10,Warren County,1,44,17,619
2020-04-10,Washington County,5,31,16,413
2020-04-10,Wayne County,1,42,17,609
2020-04-10,Westchester County,652,18729,1679,56827
2020-04-10,Wyoming County,1,31,12,243
2020-04-10,Yates County,0,2,5,103
2020-04-09,Albany County,47,426,332,4965
2020-04-09,Allegany County,4,26,21,248
2020-04-09,Bronx County,1368,19160,2637,36914
2020-04-09,Broome County,7,112,58,818
2020-04-09,Cattaraugus County,1,18,26,325
2020-04-09,Cayuga County,11,27,31,497
2020-04-09,Chautauqua County,2,20,54,366
2020-04-09,Chemung County,0,59,39,701
2020-04-09,Chenango County,5,60,29,315
2020-04-09,Clinton County,3,43,17,363
2020-04-09,Columbia County,4,74,55,581
2020-04-09,Cortland County,1,17,25,667
2020-04-09,Delaware County,2,39,20,289
2020-04-09,Dutchess County,105,1598,509,6262
2020-04-09,Erie County,47,1409,309,5933
2020-04-09,Essex County,2,10,13,134
2020-04-09,Franklin County,0,11,6,180
2020-04-09,Fulton County,3,18,24,274
2020-04-09,Genesee County,9,65,32,440
2020-04-09,Greene County,6,34,36,370
2020-04-09,Hamilton County,0,3,0,18
2020-04-09,Herkimer County,4,36,23,312
2020-04-09,Jefferson County,1,43,52,909
2020-04-09,Kings County,1321,24715,2578,47604
2020-04-09,Lewis County,0,6,23,160
2020-04-09,Livingston County,3,29,26,319
2020-04-09,Madison County,8,99,54,680
2020-04-09,Monroe County,44,742,380,6633
2020-04-09,Montgomery County,1,29,13,264
2020-04-09,Nassau County,1372,21512,3021,47118
2020-04-09,New York County,616,12722,1659,30742
2020-04-09,Niagara County,10,156,79,788
2020-04-09,Oneida County,14,172,85,1202
2020-04-09,Onondaga County,11,369,148,5460
2020-04-09,Ontario County,8,51,50,640
2020-04-09,Orange County,442,4532,1335,13044
2020-04-09,Orleans County,2,24,14,248
2020-04-09,Oswego County,0,36,32,791
2020-04-09,Otsego County,2,41,40,481
2020-04-09,Putnam County,49,487,169,1823
2020-04-09,Queens County,1551,29303,2941,51912
2020-04-09,Rensselaer County,12,91,101,1566
2020-04-09,Richmond County,500,6484,1212,14681
2020-04-09,Rockland County,457,7122,1013,16194
2020-04-09,Saratoga County,10,182,154,2423
2020-04-09,Schenectady County,24,191,183,1747
2020-04-09,Schoharie County,0,12,16,223
2020-04-09,Schuyler County,1,5,4,144
2020-04-09,Seneca County,0,15,8,191
2020-04-09,St. Lawrence County,2,78,24,879
2020-04-09,Steuben County,28,117,97,679
2020-04-09,Suffolk County,1279,18692,2942,43195
2020-04-09,Sullivan County,24,318,115,1682
2020-04-09,Tioga County,1,18,16,286
2020-04-09,Tompkins County,0,105,24,2110
2020-04-09,Ulster County,70,530,436,3027
2020-04-09,Warren County,3,43,21,602
2020-04-09,Washington County,1,26,14,397
2020-04-09,Wayne County,2,41,34,592
2020-04-09,Westchester County,1073,18077,2911,55148
2020-04-09,Wyoming County,1,30,13,231
2020-04-09,Yates County,1,2,3,98
2020-04-08,Albany County,37,379,229,4633
2020-04-08,Allegany County,1,22,12,227
2020-04-08,Bronx County,1166,17792,2348,34277
2020-04-08,Broome County,17,105,82,760
2020-04-08,Cattaraugus County,2,17,15,299
2020-04-08,Cayuga County,2,16,37,466
2020-04-08,Chautauqua County,1,18,32,312
2020-04-08,Chemung County,4,59,38,662
2020-04-08,Chenango County,2,55,21,286
2020-04-08,Clinton County,1,40,25,346
2020-04-08,Columbia County,7,70,27,526
2020-04-08,Cortland County,0,16,41,642
2020-04-08,Delaware County,0,37,22,269
2020-04-08,Dutchess County,98,1493,512,5753
2020-04-08,Erie County,157,1362,458,5624
2020-04-08,Essex County,1,8,6,121
2020-04-08,Franklin County,1,11,5,174
2020-04-08,Fulton County,1,15,21,250
2020-04-08,Genesee County,9,56,43,408
2020-04-08,Greene County,3,28,29,334
2020-04-08,Hamilton County,1,3,1,18
2020-04-08,Herkimer County,3,32,44,289
2020-04-08,Jefferson County,2,42,84,857
2020-04-08,Kings County,1312,23394,2565,45026
2020-04-08,Lewis County,0,6,8,137
2020-04-08,Livingston County,1,26,17,293
2020-04-08,Madison County,1,91,12,626
2020-04-08,Monroe County,47,698,382,6253
2020-04-08,Montgomery County,10,28,24,251
2020-04-08,Nassau County,1592,20140,3598,44097
2020-04-08,New York County,602,12106,1424,29083
2020-04-08,Niagara County,12,146,53,709
2020-04-08,Oneida County,33,158,104,1117
2020-04-08,Onondaga County,11,358,245,5312
2020-04-08,Ontario County,4,43,38,590
2020-04-08,Orange County,225,4090,578,11709
2020-04-08,Orleans County,6,22,27,234
2020-04-08,Oswego County,3,36,61,759
2020-04-08,Otsego County,1,39,42,441
2020-04-08,Putnam County,35,438,158,1654
2020-04-08,Queens County,1504,27752,2831,48971
2020-04-08,Rensselaer County,4,79,52,1465
2020-04-08,Richmond County,641,5984,1528,13469
2020-04-08,Rockland County,252,6665,648,15181
2020-04-08,Saratoga County,10,172,113,2269
2020-04-08,Schenectady County,18,167,104,1564
2020-04-08,Schoharie County,0,12,8,207
2020-04-08,Schuyler County,0,4,20,140
2020-04-08,Seneca County,3,15,20,183
2020-04-08,St. Lawrence County,7,76,50,855
2020-04-08,Steuben County,7,89,50,582
2020-04-08,Suffolk County,1569,17413,3889,40253
2020-04-08,Sullivan County,15,294,60,1567
2020-04-08,Tioga County,5,17,32,270
2020-04-08,Tompkins County,6,105,299,2086
2020-04-08,Ulster County,38,460,227,2591
2020-04-08,Warren County,7,40,31,581
2020-04-08,Washington County,5,25,24,383
2020-04-08,Wayne County,0,39,34,558
2020-04-08,Westchester County,1117,17004,2889,52237
2020-04-08,Wyoming County,2,29,12,218
2020-04-08,Yates County,0,1,7,95
2020-04-07,Albany County,9,342,74,4404
2020-04-07,Allegany County,4,21,16,215
2020-04-07,Bronx County,1278,16626,2562,31929
2020-04-07,Broome County,2,88,24,678
2020-04-07,Cattaraugus County,2,15,19,284
2020-04-07,Cayuga County,0,14,11,429
2020-04-07,Chautauqua County,1,17,6,280
2020-04-07,Chemung County,6,55,56,624
2020-04-07,Chenango County,2,53,11,265
2020-04-07,Clinton County,2,39,25,321
2020-04-07,Columbia County,2,63,8,499
2020-04-07,Cortland County,0,16,18,601
2020-04-07,Delaware County,1,37,16,247
2020-04-07,Dutchess County,146,1395,462,5241
2020-04-07,Erie County,70,1205,295,5166
2020-04-07,Essex County,0,7,4,115
2020-04-07,Franklin County,0,10,7,169
2020-04-07,Fulton County,1,14,6,229
2020-04-07,Genesee County,14,47,31,365
2020-04-07,Greene County,1,25,6,305
2020-04-07,Hamilton County,0,2,0,17
2020-04-07,Herkimer County,2,29,19,245
2020-04-07,Jefferson County,1,40,25,773
2020-04-07,Kings County,1203,22082,2607,42461
2020-04-07,Lewis County,0,6,6,129
2020-04-07,Livingston County,2,25,23,276
2020-04-07,Madison County,2,90,43,614
2020-04-07,Monroe County,55,651,420,5871
2020-04-07,Montgomery County,0,18,9,227
2020-04-07,Nassau County,1938,18548,4179,40499
2020-04-07,New York County,492,11504,1257,27659
2020-04-07,Niagara County,8,134,39,656
2020-04-07,Oneida County,7,125,59,1013
2020-04-07,Onondaga County,12,347,126,5067
2020-04-07,Ontario County,6,39,50,552
2020-04-07,Orange County,266,3865,711,11131
2020-04-07,Orleans County,1,16,14,207
2020-04-07,Oswego County,2,33,27,698
2020-04-07,Otsego County,4,38,31,399
2020-04-07,Putnam County,37,403,115,1496
2020-04-07,Queens County,1408,26248,2884,46140
2020-04-07,Rensselaer County,8,75,53,1413
2020-04-07,Richmond County,546,5343,1262,11941
2020-04-07,Rockland County,423,6413,1027,14533
2020-04-07,Saratoga County,7,162,73,2156
2020-04-07,Schenectady County,4,149,23,1460
2020-04-07,Schoharie County,0,12,20,199
2020-04-07,Schuyler County,0,4,12,120
2020-04-07,Seneca County,2,12,14,163
2020-04-07,St. Lawrence County,9,69,69,805
2020-04-07,Steuben County,7,82,67,532
2020-04-07,Suffolk County,1327,15844,3139,36364
2020-04-07,Sullivan County,9,279,56,1507
2020-04-07,Tioga County,4,12,29,238
2020-04-07,Tompkins County,2,99,85,1787
2020-04-07,Ulster County,24,422,108,2364
2020-04-07,Warren County,2,33,14,550
2020-04-07,Washington County,1,20,27,359
2020-04-07,Wayne County,4,39,46,524
2020-04-07,Westchester County,1083,15887,2647,49348
2020-04-07,Wyoming County,4,27,18,206
2020-04-07,Yates County,0,1,5,88
2020-04-06,Albany County,14,333,86,4330
2020-04-06,Allegany County,0,17,3,199
2020-04-06,Bronx County,1021,15348,1996,29367
2020-04-06,Broome County,10,86,47,654
2020-04-06,Cattaraugus County,1,13,14,265
2020-04-06,Cayuga County,3,14,33,418
2020-04-06,Chautauqua County,1,16,37,274
2020-04-06,Chemung County,2,49,22,568
2020-04-06,Chenango County,5,51,42,254
2020-04-06,Clinton County,1,37,16,296
2020-04-06,Columbia County,2,61,15,491
2020-04-06,Cortland County,3,16,25,583
2020-04-06,Delaware County,7,36,30,231
2020-04-06,Dutchess County,60,1249,335,4779
2020-04-06,Erie County,112,1135,396,4871
2020-04-06,Essex County,0,7,5,111
2020-04-06,Franklin County,0,10,5,162
2020-04-06,Fulton County,2,13,18,223
2020-04-06,Genesee County,10,33,37,334
2020-04-06,Greene County,0,24,13,299
2020-04-06,Hamilton County,0,2,0,17
2020-04-06,Herkimer County,2,27,19,226
2020-04-06,Jefferson County,6,39,63,748
2020-04-06,Kings County,1177,20879,2245,39854
2020-04-06,Lewis County,0,6,11,123
2020-04-06,Livingston County,1,23,18,253
2020-04-06,Madison County,6,88,64,571
2020-04-06,Monroe County,22,596,305,5451
2020-04-06,Montgomery County,3,18,20,218
2020-04-06,Nassau County,994,16610,2097,36320
2020-04-06,New York County,572,11012,1249,26402
2020-04-06,Niagara County,6,126,44,617
2020-04-06,Oneida County,18,118,90,954
