testdate,county,newpositives,cumulativepositives,newtests,cumulativetests
2020-03-17,Steuben County,0,0,0,1
2020-03-17,Suffolk County,31,116,179,643
2020-03-17,Sullivan County,0,1,14,34
2020-03-17,Tioga County,0,1,5,11
2020-03-17,Tompkins County,1,3,11,43
2020-03-17,Ulster County,1,9,15,87
2020-03-17,Warren County,1,1,16,61
2020-03-17,Washington County,1,1,9,27
2020-03-17,Wayne County,0,0,10,19
2020-03-17,Westchester County,158,538,1026,4106
2020-03-17,Wyoming County,0,1,2,5
2020-03-17,Yates County,0,0,0,4
2020-03-16,Albany County,11,23,140,421
2020-03-16,Allegany County,0,2,1,12
2020-03-16,Bronx County,29,86,151,636
2020-03-16,Broome County,0,1,1,15
2020-03-16,Cattaraugus County,0,0,0,7
2020-03-16,Cayuga County,0,0,2,6
2020-03-16,Chautauqua County,0,0,0,3
2020-03-16,Chemung County,0,0,0,2
2020-03-16,Chenango County,0,0,2,3
2020-03-16,Clinton County,1,1,1,10
2020-03-16,Columbia County,0,0,13,25
2020-03-16,Cortland County,0,0,2,4
2020-03-16,Delaware County,0,1,0,12
2020-03-16,Dutchess County,6,16,32,89
2020-03-16,Erie County,1,7,2,70
2020-03-16,Essex County,0,0,0,5
2020-03-16,Franklin County,0,0,3,5
2020-03-16,Fulton County,0,0,1,12
2020-03-16,Genesee County,0,0,3,4
2020-03-16,Greene County,0,2,9,24
2020-03-16,Hamilton County,0,0,0,0
2020-03-16,Herkimer County,0,1,0,2
2020-03-16,Jefferson County,0,0,0,3
2020-03-16,Kings County,39,123,171,759
2020-03-16,Lewis County,0,0,0,3
2020-03-16,Livingston County,0,0,0,1
2020-03-16,Madison County,0,0,1,4
2020-03-16,Monroe County,1,10,29,87
2020-03-16,Montgomery County,0,1,1,10
2020-03-16,Nassau County,24,131,112,611
2020-03-16,New York County,69,241,398,1642
2020-03-16,Niagara County,0,0,1,5
2020-03-16,Oneida County,0,0,1,10
2020-03-16,Onondaga County,1,2,55,114
2020-03-16,Ontario County,0,1,1,15
2020-03-16,Orange County,4,15,36,123
2020-03-16,Orleans County,0,0,5,6
2020-03-16,Oswego County,0,0,4,9
2020-03-16,Otsego County,0,0,0,6
2020-03-16,Putnam County,0,2,5,43
2020-03-16,Queens County,38,162,136,794
2020-03-16,Rensselaer County,1,1,39,149
2020-03-16,Richmond County,11,31,35,162
2020-03-16,Rockland County,9,22,39,122
2020-03-16,Saratoga County,4,9,55,282
2020-03-16,Schenectady County,1,5,27,163
2020-03-16,Schoharie County,0,0,0,3
2020-03-16,Schuyler County,0,0,2,4
2020-03-16,Seneca County,0,0,1,2
2020-03-16,St. Lawrence County,0,0,0,9
2020-03-16,Steuben County,0,0,0,1
2020-03-16,Suffolk County,22,85,109,464
2020-03-16,Sullivan County,1,1,9,20
2020-03-16,Tioga County,0,1,3,6
2020-03-16,Tompkins County,1,2,17,32
2020-03-16,Ulster County,1,8,12,72
2020-03-16,Warren County,0,0,14,45
2020-03-16,Washington County,0,0,4,18
2020-03-16,Wayne County,0,0,3,9
2020-03-16,Westchester County,157,380,1219,3080
2020-03-16,Wyoming County,0,1,0,3
2020-03-16,Yates County,0,0,0,4
2020-03-15,Albany County,6,12,108,281
2020-03-15,Allegany County,2,2,5,11
2020-03-15,Bronx County,29,57,116,485
2020-03-15,Broome County,0,1,2,14
2020-03-15,Cattaraugus County,0,0,2,7
2020-03-15,Cayuga County,0,0,1,4
2020-03-15,Chautauqua County,0,0,1,3
2020-03-15,Chemung County,0,0,1,2
2020-03-15,Chenango County,0,0,1,1
2020-03-15,Clinton County,0,0,0,9
2020-03-15,Columbia County,0,0,2,12
2020-03-15,Cortland County,0,0,0,2
2020-03-15,Delaware County,0,1,5,12
2020-03-15,Dutchess County,3,10,20,57
2020-03-15,Erie County,3,6,10,68
2020-03-15,Essex County,0,0,2,5
2020-03-15,Franklin County,0,0,0,2
2020-03-15,Fulton County,0,0,1,11
2020-03-15,Genesee County,0,0,0,1
2020-03-15,Greene County,0,2,3,15
2020-03-15,Hamilton County,0,0,0,0
2020-03-15,Herkimer County,0,1,0,2
2020-03-15,Jefferson County,0,0,1,3
2020-03-15,Kings County,26,84,166,588
2020-03-15,Lewis County,0,0,2,3
2020-03-15,Livingston County,0,0,0,1
2020-03-15,Madison County,0,0,1,3
2020-03-15,Monroe County,7,9,39,58
2020-03-15,Montgomery County,0,1,4,9
2020-03-15,Nassau County,23,107,109,499
2020-03-15,New York County,60,172,317,1244
2020-03-15,Niagara County,0,0,0,4
2020-03-15,Oneida County,0,0,3,9
2020-03-15,Onondaga County,1,1,27,59
2020-03-15,Ontario County,1,1,5,14
2020-03-15,Orange County,5,11,36,87
2020-03-15,Orleans County,0,0,0,1
2020-03-15,Oswego County,0,0,0,5
2020-03-15,Otsego County,0,0,1,6
2020-03-15,Putnam County,2,2,10,38
2020-03-15,Queens County,49,124,198,658
2020-03-15,Rensselaer County,0,0,50,110
2020-03-15,Richmond County,6,20,27,127
2020-03-15,Rockland County,1,13,35,83
2020-03-15,Saratoga County,2,5,66,227
2020-03-15,Schenectady County,2,4,42,136
2020-03-15,Schoharie County,0,0,0,3
2020-03-15,Schuyler County,0,0,1,2
2020-03-15,Seneca County,0,0,1,1
2020-03-15,St. Lawrence County,0,0,1,9
2020-03-15,Steuben County,0,0,0,1
2020-03-15,Suffolk County,22,63,95,355
2020-03-15,Sullivan County,0,0,2,11
2020-03-15,Tioga County,0,1,1,3
2020-03-15,Tompkins County,0,1,4,15
2020-03-15,Ulster County,2,7,16,60
2020-03-15,Warren County,0,0,12,31
2020-03-15,Washington County,0,0,5,14
2020-03-15,Wayne County,0,0,3,6
2020-03-15,Westchester County,41,223,372,1861
2020-03-15,Wyoming County,1,1,3,3
2020-03-15,Yates County,0,0,1,4
2020-03-14,Albany County,3,6,108,173
2020-03-14,Allegany County,0,0,1,6
2020-03-14,Bronx County,8,28,80,369
2020-03-14,Broome County,0,1,3,12
2020-03-14,Cattaraugus County,0,0,1,5
2020-03-14,Cayuga County,0,0,3,3
2020-03-14,Chautauqua County,0,0,0,2
2020-03-14,Chemung County,0,0,0,1
2020-03-14,Chenango County,0,0,0,0
2020-03-14,Clinton County,0,0,1,9
2020-03-14,Columbia County,0,0,4,10
2020-03-14,Cortland County,0,0,1,2
2020-03-14,Delaware County,0,1,1,7
2020-03-14,Dutchess County,4,7,17,37
2020-03-14,Erie County,3,3,22,58
2020-03-14,Essex County,0,0,1,3
2020-03-14,Franklin County,0,0,1,2
2020-03-14,Fulton County,0,0,4,10
2020-03-14,Genesee County,0,0,0,1
2020-03-14,Greene County,2,2,8,12
2020-03-14,Hamilton County,0,0,0,0
2020-03-14,Herkimer County,0,1,1,2
2020-03-14,Jefferson County,0,0,0,2
2020-03-14,Kings County,17,58,99,422
2020-03-14,Lewis County,0,0,0,1
2020-03-14,Livingston County,0,0,0,1
2020-03-14,Madison County,0,0,1,2
2020-03-14,Monroe County,0,2,2,19
2020-03-14,Montgomery County,1,1,3,5
2020-03-14,Nassau County,20,84,82,390
2020-03-14,New York County,28,112,193,927
2020-03-14,Niagara County,0,0,1,4
2020-03-14,Oneida County,0,0,1,6
2020-03-14,Onondaga County,0,0,18,32
2020-03-14,Ontario County,0,0,3,9
2020-03-14,Orange County,0,6,12,51
2020-03-14,Orleans County,0,0,0,1
2020-03-14,Oswego County,0,0,2,5
2020-03-14,Otsego County,0,0,2,5
2020-03-14,Putnam County,0,0,3,28
2020-03-14,Queens County,18,75,110,460
2020-03-14,Rensselaer County,0,0,40,60
2020-03-14,Richmond County,3,14,29,100
2020-03-14,Rockland County,3,12,21,48
2020-03-14,Saratoga County,0,3,45,161
2020-03-14,Schenectady County,1,2,54,94
2020-03-14,Schoharie County,0,0,0,3
2020-03-14,Schuyler County,0,0,1,1
2020-03-14,Seneca County,0,0,0,0
2020-03-14,St. Lawrence County,0,0,1,8
2020-03-14,Steuben County,0,0,0,1
2020-03-14,Suffolk County,9,41,38,260
2020-03-14,Sullivan County,0,0,7,9
2020-03-14,Tioga County,0,1,0,2
2020-03-14,Tompkins County,0,1,1,11
2020-03-14,Ulster County,0,5,30,44
2020-03-14,Warren County,0,0,13,19
2020-03-14,Washington County,0,0,1,9
2020-03-14,Wayne County,0,0,1,3
2020-03-14,Westchester County,11,182,220,1489
2020-03-14,Wyoming County,0,0,0,0
2020-03-14,Yates County,0,0,2,3
2020-03-13,Albany County,2,3,26,65
2020-03-13,Allegany County,0,0,0,5
2020-03-13,Bronx County,10,20,99,289
2020-03-13,Broome County,0,1,2,9
2020-03-13,Cattaraugus County,0,0,2,4
2020-03-13,Cayuga County,0,0,0,0
2020-03-13,Chautauqua County,0,0,1,2
2020-03-13,Chemung County,0,0,0,1
2020-03-13,Chenango County,0,0,0,0
2020-03-13,Clinton County,0,0,1,8
2020-03-13,Columbia County,0,0,1,6
2020-03-13,Cortland County,0,0,0,1
2020-03-13,Delaware County,0,1,1,6
2020-03-13,Dutchess County,2,3,10,20
2020-03-13,Erie County,0,0,5,36
2020-03-13,Essex County,0,0,2,2
2020-03-13,Franklin County,0,0,0,1
2020-03-13,Fulton County,0,0,1,6
2020-03-13,Genesee County,0,0,0,1
2020-03-13,Greene County,0,0,1,4
2020-03-13,Hamilton County,0,0,0,0
2020-03-13,Herkimer County,0,1,0,1
2020-03-13,Jefferson County,0,0,0,2
2020-03-13,Kings County,17,41,136,323
2020-03-13,Lewis County,0,0,1,1
2020-03-13,Livingston County,0,0,0,1
2020-03-13,Madison County,0,0,1,1
2020-03-13,Monroe County,1,2,4,17
2020-03-13,Montgomery County,0,0,0,2
2020-03-13,Nassau County,19,64,100,308
2020-03-13,New York County,39,84,268,734
2020-03-13,Niagara County,0,0,0,3
2020-03-13,Oneida County,0,0,1,5
2020-03-13,Onondaga County,0,0,9,14
2020-03-13,Ontario County,0,0,4,6
2020-03-13,Orange County,5,6,22,39
2020-03-13,Orleans County,0,0,1,1
2020-03-13,Oswego County,0,0,2,3
2020-03-13,Otsego County,0,0,1,3
2020-03-13,Putnam County,0,0,14,25
2020-03-13,Queens County,30,57,154,350
2020-03-13,Rensselaer County,0,0,11,20
2020-03-13,Richmond County,5,11,34,71
2020-03-13,Rockland County,1,9,8,27
2020-03-13,Saratoga County,0,3,41,116
2020-03-13,Schenectady County,1,1,20,40
2020-03-13,Schoharie County,0,0,0,3
2020-03-13,Schuyler County,0,0,0,0
2020-03-13,Seneca County,0,0,0,0
2020-03-13,St. Lawrence County,0,0,1,7
2020-03-13,Steuben County,0,0,1,1
2020-03-13,Suffolk County,10,32,79,222
2020-03-13,Sullivan County,0,0,1,2
2020-03-13,Tioga County,1,1,1,2
2020-03-13,Tompkins County,1,1,5,10
2020-03-13,Ulster County,0,5,3,14
2020-03-13,Warren County,0,0,2,6
2020-03-13,Washington County,0,0,1,8
2020-03-13,Wayne County,0,0,2,2
2020-03-13,Westchester County,20,171,209,1269
2020-03-13,Wyoming County,0,0,0,0
2020-03-13,Yates County,0,0,1,1
2020-03-12,Albany County,1,1,11,39
2020-03-12,Allegany County,0,0,1,5
2020-03-12,Bronx County,3,10,36,190
2020-03-12,Broome County,1,1,2,7
2020-03-12,Cattaraugus County,0,0,2,2
2020-03-12,Cayuga County,0,0,0,0
2020-03-12,Chautauqua County,0,0,1,1
2020-03-12,Chemung County,0,0,0,1
2020-03-12,Chenango County,0,0,0,0
2020-03-12,Clinton County,0,0,3,7
2020-03-12,Columbia County,0,0,2,5
2020-03-12,Cortland County,0,0,0,1
2020-03-12,Delaware County,1,1,1,5
2020-03-12,Dutchess County,0,1,3,10
2020-03-12,Erie County,0,0,13,31
2020-03-12,Essex County,0,0,0,0
2020-03-12,Franklin County,0,0,1,1
2020-03-12,Fulton County,0,0,1,5
2020-03-12,Genesee County,0,0,0,1
2020-03-12,Greene County,0,0,0,3
2020-03-12,Hamilton County,0,0,0,0
2020-03-12,Herkimer County,1,1,1,1
2020-03-12,Jefferson County,0,0,0,2
2020-03-12,Kings County,8,24,59,187
2020-03-12,Lewis County,0,0,0,0
2020-03-12,Livingston County,0,0,0,1
2020-03-12,Madison County,0,0,0,0
2020-03-12,Monroe County,1,1,10,13
2020-03-12,Montgomery County,0,0,0,2
2020-03-12,Nassau County,14,45,86,208
2020-03-12,New York County,18,45,186,466
2020-03-12,Niagara County,0,0,1,3
2020-03-12,Oneida County,0,0,1,4
2020-03-12,Onondaga County,0,0,1,5
2020-03-12,Ontario County,0,0,2,2
2020-03-12,Orange County,0,1,12,17
2020-03-12,Orleans County,0,0,0,0
2020-03-12,Oswego County,0,0,0,1
2020-03-12,Otsego County,0,0,0,2
2020-03-12,Putnam County,0,0,1,11
2020-03-12,Queens County,15,27,74,196
2020-03-12,Rensselaer County,0,0,2,9
2020-03-12,Richmond County,4,6,16,37
2020-03-12,Rockland County,2,8,5,19
2020-03-12,Saratoga County,0,3,32,75
2020-03-12,Schenectady County,0,0,5,20
2020-03-12,Schoharie County,0,0,1,3
2020-03-12,Schuyler County,0,0,0,0
2020-03-12,Seneca County,0,0,0,0
2020-03-12,St. Lawrence County,0,0,1,6
2020-03-12,Steuben County,0,0,0,0
2020-03-12,Suffolk County,11,22,73,143
2020-03-12,Sullivan County,0,0,0,1
2020-03-12,Tioga County,0,0,0,1
2020-03-12,Tompkins County,0,0,2,5
2020-03-12,Ulster County,3,5,6,11
2020-03-12,Warren County,0,0,0,4
2020-03-12,Washington County,0,0,0,7
2020-03-12,Wayne County,0,0,0,0
2020-03-12,Westchester County,19,151,108,1060
2020-03-12,Wyoming County,0,0,0,0
2020-03-12,Yates County,0,0,0,0
2020-03-11,Albany County,0,0,13,28
2020-03-11,Allegany County,0,0,4,4
2020-03-11,Bronx County,2,7,31,154
2020-03-11,Broome County,0,0,1,5
2020-03-11,Cattaraugus County,0,0,0,0
2020-03-11,Cayuga County,0,0,0,0
2020-03-11,Chautauqua County,0,0,0,0
2020-03-11,Chemung County,0,0,0,1
2020-03-11,Chenango County,0,0,0,0
2020-03-11,Clinton County,0,0,4,4
2020-03-11,Columbia County,0,0,2,3
2020-03-11,Cortland County,0,0,0,1
2020-03-11,Delaware County,0,0,2,4
2020-03-11,Dutchess County,1,1,5,7
2020-03-11,Erie County,0,0,0,18
2020-03-11,Essex County,0,0,0,0
2020-03-11,Franklin County,0,0,0,0
2020-03-11,Fulton County,0,0,2,4
2020-03-11,Genesee County,0,0,0,1
2020-03-11,Greene County,0,0,3,3
2020-03-11,Hamilton County,0,0,0,0
2020-03-11,Herkimer County,0,0,0,0
2020-03-11,Jefferson County,0,0,1,2
2020-03-11,Kings County,2,16,24,128
2020-03-11,Lewis County,0,0,0,0
2020-03-11,Livingston County,0,0,0,1
2020-03-11,Madison County,0,0,0,0
2020-03-11,Monroe County,0,0,0,3
2020-03-11,Montgomery County,0,0,1,2
2020-03-11,Nassau County,11,31,58,122
2020-03-11,New York County,3,27,70,280
2020-03-11,Niagara County,0,0,1,2
2020-03-11,Oneida County,0,0,1,3
2020-03-11,Onondaga County,0,0,3,4
2020-03-11,Ontario County,0,0,0,0
2020-03-11,Orange County,1,1,4,5
2020-03-11,Orleans County,0,0,0,0
2020-03-11,Oswego County,0,0,0,1
2020-03-11,Otsego County,0,0,0,2
2020-03-11,Putnam County,0,0,7,10
2020-03-11,Queens County,5,12,44,122
2020-03-11,Rensselaer County,0,0,1,7
2020-03-11,Richmond County,1,2,5,21
2020-03-11,Rockland County,2,6,2,14
2020-03-11,Saratoga County,1,3,31,43
2020-03-11,Schenectady County,0,0,12,15
2020-03-11,Schoharie County,0,0,2,2
2020-03-11,Schuyler County,0,0,0,0
2020-03-11,Seneca County,0,0,0,0
2020-03-11,St. Lawrence County,0,0,2,5
2020-03-11,Steuben County,0,0,0,0
2020-03-11,Suffolk County,5,11,24,70
2020-03-11,Sullivan County,0,0,1,1
2020-03-11,Tioga County,0,0,1,1
2020-03-11,Tompkins County,0,0,2,3
2020-03-11,Ulster County,1,2,1,5
2020-03-11,Warren County,0,0,1,4
2020-03-11,Washington County,0,0,4,7
2020-03-11,Wayne County,0,0,0,0
2020-03-11,Westchester County,21,132,183,952
2020-03-11,Wyoming County,0,0,0,0
2020-03-11,Yates County,0,0,0,0
2020-03-10,Albany County,0,0,2,15
2020-03-10,Allegany County,0,0,0,0
2020-03-10,Bronx County,0,5,47,123
2020-03-10,Broome County,0,0,1,4
2020-03-10,Cattaraugus County,0,0,0,0
2020-03-10,Cayuga County,0,0,0,0
2020-03-10,Chautauqua County,0,0,0,0
2020-03-10,Chemung County,0,0,1,1
2020-03-10,Chenango County,0,0,0,0
2020-03-10,Clinton County,0,0,0,0
2020-03-10,Columbia County,0,0,0,1
2020-03-10,Cortland County,0,0,0,1
2020-03-10,Delaware County,0,0,1,2
2020-03-10,Dutchess County,0,0,2,2
2020-03-10,Erie County,0,0,2,18
2020-03-10,Essex County,0,0,0,0
2020-03-10,Franklin County,0,0,0,0
2020-03-10,Fulton County,0,0,1,2
2020-03-10,Genesee County,0,0,1,1
2020-03-10,Greene County,0,0,0,0
2020-03-10,Hamilton County,0,0,0,0
2020-03-10,Herkimer County,0,0,0,0
2020-03-10,Jefferson County,0,0,0,1
2020-03-10,Kings County,7,14,29,104
2020-03-10,Lewis County,0,0,0,0
2020-03-10,Livingston County,0,0,1,1
2020-03-10,Madison County,0,0,0,0
2020-03-10,Monroe County,0,0,0,3
2020-03-10,Montgomery County,0,0,1,1
2020-03-10,Nassau County,6,20,22,64
2020-03-10,New York County,12,24,78,210
2020-03-10,Niagara County,0,0,0,1
2020-03-10,Oneida County,0,0,0,2
2020-03-10,Onondaga County,0,0,0,1
2020-03-10,Ontario County,0,0,0,0
2020-03-10,Orange County,0,0,0,1
2020-03-10,Orleans County,0,0,0,0
2020-03-10,Oswego County,0,0,1,1
2020-03-10,Otsego County,0,0,0,2
2020-03-10,Putnam County,0,0,0,3
2020-03-10,Queens County,4,7,18,78
2020-03-10,Rensselaer County,0,0,1,6
2020-03-10,Richmond County,1,1,5,16
2020-03-10,Rockland County,0,4,2,12
2020-03-10,Saratoga County,0,2,2,12
2020-03-10,Schenectady County,0,0,0,3
2020-03-10,Schoharie County,0,0,0,0
2020-03-10,Schuyler County,0,0,0,0
2020-03-10,Seneca County,0,0,0,0
2020-03-10,St. Lawrence County,0,0,1,3
2020-03-10,Steuben County,0,0,0,0
2020-03-10,Suffolk County,5,6,24,46
2020-03-10,Sullivan County,0,0,0,0
2020-03-10,Tioga County,0,0,0,0
2020-03-10,Tompkins County,0,0,0,1
2020-03-10,Ulster County,0,1,2,4
2020-03-10,Warren County,0,0,2,3
2020-03-10,Washington County,0,0,1,3
2020-03-10,Wayne County,0,0,0,0
2020-03-10,Westchester County,9,111,177,769
2020-03-10,Wyoming County,0,0,0,0
2020-03-10,Yates County,0,0,0,0
2020-03-09,Albany County,0,0,3,13
2020-03-09,Allegany County,0,0,0,0
2020-03-09,Bronx County,4,5,31,76
2020-03-09,Broome County,0,0,1,3
2020-03-09,Cattaraugus County,0,0,0,0
2020-03-09,Cayuga County,0,0,0,0
2020-03-09,Chautauqua County,0,0,0,0
2020-03-09,Chemung County,0,0,0,0
2020-03-09,Chenango County,0,0,0,0
2020-03-09,Clinton County,0,0,0,0
2020-03-09,Columbia County,0,0,0,1
2020-03-09,Cortland County,0,0,0,1
2020-03-09,Delaware County,0,0,1,1
2020-03-09,Dutchess County,0,0,0,0
2020-03-09,Erie County,0,0,1,16
2020-03-09,Essex County,0,0,0,0
2020-03-09,Franklin County,0,0,0,0
2020-03-09,Fulton County,0,0,1,1
2020-03-09,Genesee County,0,0,0,0
2020-03-09,Greene County,0,0,0,0
2020-03-09,Hamilton County,0,0,0,0
2020-03-09,Herkimer County,0,0,0,0
2020-03-09,Jefferson County,0,0,0,1
2020-03-09,Kings County,1,7,31,75
2020-03-09,Lewis County,0,0,0,0
2020-03-09,Livingston County,0,0,0,0
2020-03-09,Madison County,0,0,0,0
2020-03-09,Monroe County,0,0,0,3
2020-03-09,Montgomery County,0,0,0,0
2020-03-09,Nassau County,4,14,15,42
2020-03-09,New York County,7,12,47,132
2020-03-09,Niagara County,0,0,0,1
2020-03-09,Oneida County,0,0,0,2
2020-03-09,Onondaga County,0,0,1,1
2020-03-09,Ontario County,0,0,0,0
2020-03-09,Orange County,0,0,1,1
2020-03-09,Orleans County,0,0,0,0
2020-03-09,Oswego County,0,0,0,0
2020-03-09,Otsego County,0,0,0,2
2020-03-09,Putnam County,0,0,1,3
2020-03-09,Queens County,0,3,15,60
2020-03-09,Rensselaer County,0,0,1,5
2020-03-09,Richmond County,0,0,6,11
2020-03-09,Rockland County,3,4,7,10
2020-03-09,Saratoga County,2,2,9,10
2020-03-09,Schenectady County,0,0,2,3
2020-03-09,Schoharie County,0,0,0,0
2020-03-09,Schuyler County,0,0,0,0
2020-03-09,Seneca County,0,0,0,0
2020-03-09,St. Lawrence County,0,0,0,2
2020-03-09,Steuben County,0,0,0,0
2020-03-09,Suffolk County,0,1,4,22
2020-03-09,Sullivan County,0,0,0,0
2020-03-09,Tioga County,0,0,0,0
2020-03-09,Tompkins County,0,0,1,1
2020-03-09,Ulster County,0,1,0,2
2020-03-09,Warren County,0,0,0,1
2020-03-09,Washington County,0,0,0,2
2020-03-09,Wayne County,0,0,0,0
2020-03-09,Westchester County,42,102,222,592
2020-03-09,Wyoming County,0,0,0,0
2020-03-09,Yates County,0,0,0,0
2020-03-08,Albany County,0,0,2,10
2020-03-08,Allegany County,0,0,0,0
2020-03-08,Bronx County,1,1,16,45
2020-03-08,Broome County,0,0,2,2
2020-03-08,Cattaraugus County,0,0,0,0
2020-03-08,Cayuga County,0,0,0,0
2020-03-08,Chautauqua County,0,0,0,0
2020-03-08,Chemung County,0,0,0,0
2020-03-08,Chenango County,0,0,0,0
2020-03-08,Clinton County,0,0,0,0
2020-03-08,Columbia County,0,0,1,1
2020-03-08,Cortland County,0,0,0,1
2020-03-08,Delaware County,0,0,0,0
2020-03-08,Dutchess County,0,0,0,0
2020-03-08,Erie County,0,0,1,15
2020-03-08,Essex County,0,0,0,0
2020-03-08,Franklin County,0,0,0,0
2020-03-08,Fulton County,0,0,0,0
2020-03-08,Genesee County,0,0,0,0
2020-03-08,Greene County,0,0,0,0
2020-03-08,Hamilton County,0,0,0,0
2020-03-08,Herkimer County,0,0,0,0
2020-03-08,Jefferson County,0,0,0,1
2020-03-08,Kings County,2,6,10,44
2020-03-08,Lewis County,0,0,0,0
2020-03-08,Livingston County,0,0,0,0
2020-03-08,Madison County,0,0,0,0
2020-03-08,Monroe County,0,0,1,3
2020-03-08,Montgomery County,0,0,0,0
2020-03-08,Nassau County,4,10,11,27
2020-03-08,New York County,0,5,24,85
2020-03-08,Niagara County,0,0,1,1
2020-03-08,Oneida County,0,0,0,2
2020-03-08,Onondaga County,0,0,0,0
2020-03-08,Ontario County,0,0,0,0
2020-03-08,Orange County,0,0,0,0
2020-03-08,Orleans County,0,0,0,0
2020-03-08,Oswego County,0,0,0,0
2020-03-08,Otsego County,0,0,1,2
2020-03-08,Putnam County,0,0,0,2
2020-03-08,Queens County,1,3,13,45
2020-03-08,Rensselaer County,0,0,0,4
2020-03-08,Richmond County,0,0,0,5
2020-03-08,Rockland County,0,1,2,3
2020-03-08,Saratoga County,0,0,0,1
2020-03-08,Schenectady County,0,0,1,1
2020-03-08,Schoharie County,0,0,0,0
2020-03-08,Schuyler County,0,0,0,0
2020-03-08,Seneca County,0,0,0,0
2020-03-08,St. Lawrence County,0,0,0,2
2020-03-08,Steuben County,0,0,0,0
2020-03-08,Suffolk County,1,1,11,18
2020-03-08,Sullivan County,0,0,0,0
2020-03-08,Tioga County,0,0,0,0
2020-03-08,Tompkins County,0,0,0,0
2020-03-08,Ulster County,1,1,1,2
2020-03-08,Warren County,0,0,0,1
2020-03-08,Washington County,0,0,2,2
2020-03-08,Wayne County,0,0,0,0
2020-03-08,Westchester County,18,60,207,370
2020-03-08,Wyoming County,0,0,0,0
2020-03-08,Yates County,0,0,0,0
2020-03-07,Albany County,0,0,5,8
2020-03-07,Allegany County,0,0,0,0
2020-03-07,Bronx County,0,0,17,29
2020-03-07,Broome County,0,0,0,0
2020-03-07,Cattaraugus County,0,0,0,0
2020-03-07,Cayuga County,0,0,0,0
2020-03-07,Chautauqua County,0,0,0,0
2020-03-07,Chemung County,0,0,0,0
